00ALIMENTOS15-04-2021 00:06:2801;;;;;;;;;;;;
2;307;Óleo de babaçu                               ;100;884;0;0;0;0;0;0;0;4
2;346;Óleo de canola                               ;100;884;0;0;0;0;0;0;0;4
2;347;Óleo de girassol                             ;100;884;0;0;0;0;0;0;0;4
2;348;Óleo de milho                                ;100;884;0;0;0;0;0;0;0;4
2;349;Óleo de pequi                                ;100;884;0;0;0;0;0;0;0;4
2;350;Óleo de soja                                 ;100;884;0;0;0;0;0;0;0;4
2;379;Filé de abadejo assado                       ;100;111,61;102,79;0;0;22,6;0,52;334,39;23,52;5
2;380;Filé de abadejo cozido                       ;100;91,1;86,86;0;0;16,73;0,32;189,33;19,34;5
2;381;Filé de abadejo cru                          ;100;59,11;31,4;0;0;10,17;0,1;78,51;13,08;5
2;382;Filé de abadejo grelhado                     ;100;129,64;135,85;0;0;20,17;0,32;305,09;27,61;5
2;383;Atum em conversa em óleo                     ;100;165,91;52,93;0;0;6,51;1,22;362,14;26,18;5
2;384;Atum fresco cru                              ;100;117,5;47,8;0;0;6,69;1,27;30,3;25,68;5
2;385;Bacalhau salgado cru                         ;100;135,89;138,88;0;0;156,96;0,85;13585,05;29,03;5
2;386;Bacalhau salgado refogado                    ;100;139,66;111,96;1,22;0;59,12;0,15;1256,27;23,97;5
2;387;Cação em postas com farinha de trigo frito   ;100;208,33;74,9;3,1;0,53;30,44;0,99;160,03;24,95;5
2;388;Cação em postas cozido                       ;100;116,01;83,25;0;0;10,32;0,31;114,9;25,58;5
2;393;Cação em postas cru                          ;100;83,33;36,12;0;0;8,7;0,2;176,02;17,85;5
2;394;Camarão rio grande cozido                    ;100;90,01;204,85;0;0;89,74;1,27;366,55;18,96;5
2;395;Camarão rio grande cru                       ;100;47,18;123,98;0;0;51,11;0,66;201,12;9,91;5
2;397;Camarão sete barbas frito                    ;100;231,24;283,13;2,87;0;959,7;2,43;99,05;18,38;5
2;398;Caranguejo cozido                            ;100;82,72;84,6;0;0;357,15;2,86;360,1;18,47;5
2;399;Corimba cru                                  ;100;128,15;40,23;0;0;40,05;0,5;47,01;17,36;5
2;400;Corimbatá assado                             ;100;261,45;80,09;0;0;22,3;0,97;40,42;19,89;5
2;401;Corimbatá cozido                             ;100;238,69;74,61;0;0;64,68;0,62;37,16;20,13;5
2;402;Corvina de água doce crua                    ;100;101;73,11;0;0;39,43;0,25;45,09;18,91;5
2;403;Corvina do mar crua                          ;100;94;67,07;0;0;0;0,37;67,97;18,57;5
2;404;Corvina grande assada                        ;100;146,52;117,05;0;0;60,22;0,53;85,35;26,76;5
2;405;Corvina grande cozida                        ;100;100,07;122,55;0;0;69,37;0,57;68,39;23,43;5
2;406;Dourado de água doce                         ;100;131,2;51,98;0;0;12,13;0,15;40,29;18,81;5
2;407;Lambari congelado cru                        ;100;130,84;158,66;0;0;1181,27;0,9;47,92;16,81;5
2;408;Lambari congelado frito                      ;100;326,86;246,32;0;0;1881,03;0,81;64,55;28,43;5
2;409;Lambari fresco cru                           ;100;151,59;144,25;0;0;590,72;0,63;41,1;15,65;5
2;410;Manjuba com farinha de trigo frita           ;100;343,55;281,75;10,24;0,36;763,3;3,04;36,52;23,45;5
2;411;Manjuba frita                                ;100;349,32;270,34;0;0;575,02;0,91;40,61;30,13;5
2;412;Filé de Merluza Assado                       ;100;121,9;90,9;0;0;35,9;0,3;119,9;26,6;5
2;413;Filé de Pescada cru                          ;100;89,1;57,18;0;0;20,4;0,1;79,5;16,6;5
2;414;Filé de Pescada frito                        ;100;30,9;109,1;7,2;1,9;43,6;0,51;2,3;26,9;5
2;415;Filé de Pescada ao Molho escabeche           ;100;191,6;0;0;0;35,6;0;89,9;1,9;5
2;416;Pescadinha crua                              ;100;76,4;83,6;0;0;331,5;0,5;120,3;15,4;5
2;417;Pintado Assado                               ;100;191,5;125,9;0;0;113,5;0,7;80,9;36,4;5
2;418;Pintado cru                                  ;100;91;50,3;0;0;12;0,2;43,3;18,5;5
2;419;Porquinho cru                                ;100;93;48,6;0;0;25,8;0,3;66,7;20,4;5
2;420;Filé de Salmão Grelhado                      ;100;228,7;85,3;0;0;28,7;0,5;85,1;23,9;5
2;421;Filé de Salmão cru                           ;100;169,7;53;0;0;8,7;0,24;64,2;19,2;5
2;422;Sardinha Assada                              ;100;164,3;108,9;0;0;437,7;1,2;74,4;32,1;5
2;423;Sardinha Enlatada                            ;100;284,9;72,5;0;0;550,2;0;665,8;15,9;5
2;424;Sardinha frita                               ;100;257;102,8;0;0;482;1,1;60;33,3;5
2;425;Sardinha cru                                 ;100;113,9;60,5;0;0;167,3;1,3;60,3;21;5
2;426;Apresuntado                                  ;100;128,8;37,6;2,8;0;22,5;0,8;942,9;13,4;6
2;427;Tablete de caldo de carne                    ;100;240,6;0;15;0,5;129;0;22179,6;7,82;6
2;428;Tablete de caldo de galinha                  ;100;251,4;2,1;10,6;11,8;16,3;0,68;22299,9;6,2;6
2;429;Carne bovina cozida                          ;100;212,4;103,1;0;0;4;2,6;52,3;26,6;6
2;430;Carne bovina cru                             ;100;136,5;57,9;0;0;43,6;1,7;48,6;19,4;6
2;431;Carne bovina frita                           ;100;271,8;36,3;14,2;0;26,7;1,9;1030,2;18,1;6
2;432;Almôndega                                    ;100;271,8;36,3;14,2;0;26,7;1,9;1030,2;18,1;6
2;433;Carne Contra-Filé cru                        ;100;216,9;62,8;0;0;5,86;1,51;57,5;19,1;6
2;434;Carne Contra-Filé Assado                     ;100;311,7;120,4;0;0;7,2;0;80,5;30,6;6
2;435;Carne Contra-Filé à Milanesa                 ;100;351,5;99,3;12,1;0,37;14,6;2,8;77;20,6;6
2;436;Carne Contra-filé de costela cru             ;100;202,4;52,31;0;0;3,16;1,5;38,5;19,8;6
2;437;Carne Contra-filé de costela Assado          ;100;274,9;97,8;0;0;4,2;2,7;50,8;29,8;6
2;438;Carne Coxão duro Cozido                      ;100;216,6;71,1;0;0;3,98;1,7;41,1;31,8;6
2;439;Carne Coxão duro cru                         ;100;147,9;59,9;0;0;2,9;0;48,5;21,5;6
2;440;Carne Coxão mole Cozido                      ;100;218,6;84,1;0;0;3,7;0,51;43,5;32,3;6
2;441;Carne Coxão mole cru                         ;100;169;83,8;0;0;2,9;1,8;60,5;21,2;6
2;442;Carne cupim Assado                           ;100;330,1;90,8;0;0;7,6;2,7;71,5;28,6;6
2;443;Carne Cupim cru                              ;100;221,3;50,9;0;0;3,5;1,1;46,8;19,5;6
2;444;Carne fígado cru                             ;100;141;392,8;1,1;0;4,1;5,6;75,9;20,7;6
2;445;Carne fígado frito                           ;100;225;601,4;4,2;0;5,56;5,7;82,1;29,8;6
2;446;Carne Filé Mignon cru                        ;100;142,8;54,7;0;0;2,9;1,9;48,8;21,6;6
2;447;Carne Filé Mignon grelhada                   ;100;219,7;102,8;7,2;1,9;4,3;2,8;57,9;32,8;6
2;448;Carne Fraldinha cozida                       ;100;338,4;64,8;0;0;3,2;2;38,7;24,2;6
2;449;Carne Fraldinha cru                          ;100;220,7;54,3;0;0;3,1;1,5;51,2;17,5;6
2;450;Carne Lagarto cozida                         ;100;222,4;55,7;0;0;3,5;1,8;47,5;32,8;6
2;451;Carne Lagarto cru                            ;100;134,8;55,7;0;0;2,5;1,3;53,5;20,5;6
2;452;Carne Língua cozida                          ;100;59;105;0;0;5,9;2;59;21,3;6
2;453;Carne Língua cru                             ;100;215,2;117,8;0;0;5;1,7;73;17;6
2;454;Carne Maminha cru                            ;100;152,7;50,8;0;0;2,8;1,1;37,4;20,9;6
2;455;Carne Maminha Grelhada                       ;100;153;87,7;0;0;4,1;2,4;58,1;30,7;6
2;456;Carne miolo de Alcatra cru                   ;100;162,8;60,3;0;0;3,1;1,9;43;21,6;6
2;457;Carne miolo de Alcatra grelhado              ;100;241,3;92,2;0;0;4,5;3,1;51,6;31,9;6
2;458;Carne Músculo cozido                         ;100;193,8;56,1;0;0;4,9;2,3;61,7;31,2;6
2;459;Carne Músculo cru                            ;100;141,5;50,9;0;0;3,6;1,8;66;21,5;6
2;460;Carne Paleta cru                             ;100;158,7;58,2;0;0;4,3;1,7;64,9;21,4;6
2;461;Carne Paleta cozida                          ;100;193,6;55,6;0;0;5,6;2,1;57,6;29,7;6
2;462;Carne Patinho cru                            ;100;133,4;55,6;0;0;3,2;1,7;49,1;21,7;6
2;463;Carne Patinho cozido                         ;100;219,2;125,6;0;0;4,7;3;60,2;35,9;6
2;464;Carne Picanha cru                            ;100;212,8;59,5;0;0;2,4;1,7;37,6;18,8;6
2;465;Carne Picanha grelhada                       ;100;288,7;91,7;0;0;4;3,2;60;26,4;6
2;466;Carne Seca cozida                            ;100;312,7;100,1;0;0;12,7;1,8;1943,1;26,9;6
2;467;Carne Seca cru                               ;100;312,7;91,5;0;0;14,1;1,3;4439,5;19,6;6
2;468;Coxinha de frango frita                      ;100;283;14,8;34,5;4,9;18,3;1,2;532,1;9,6;6
2;469;Croquete de carne                            ;100;245,7;29,8;13,9;0;15,4;2,5;710,6;12;6
2;470;Empada de frango Assada                      ;100;358,1;22,7;47,4;2,1;15,6;1,1;524,9;6,9;6
2;471;Asa de Frango                                ;100;213,1;113,4;0;0;10,9;0,5;96,3;18,1;6
2;472;Frango Caipira cozido                        ;100;195,7;105,5;0;0;66,1;2,1;53,2;29,5;6
2;473;Coração de frango                            ;100;221,5;159,2;0;0;5,5;4;95;12,5;6
2;474;Coxa de frango                               ;100;215,1;145,4;0;0;8,3;1,2;94,8;28,4;6
2;475;Fígado de frango                             ;100;106,4;340,5;0;0;5,6;9,5;82,4;17,5;6
2;476;Filé de frango à milanesa                    ;100;220,8;84,3;7,5;1,1;8,9;1;122,3;28,4;6
2;477;Frango Assado                                ;100;187,3;110,9;0;0;9;0,5;70,2;28;6
2;478;Peito de Frango                              ;100;211,6;109;0;0;8,2;0,4;55,7;33,4;6
2;479;Frango sobrecoxa                             ;100;259,6;158,2;0;0;10,6;1,2;95,9;28,7;6
2;480;Hambúrguer bovino                            ;100;214,8;70;4,1;0;34;1,8;869,4;13,1;6
2;481;Linguiça de frango                           ;100;218,1;64,1;0;0;10,8;0,4;1125,8;14,2;6
2;482;Linguiça de porco                            ;100;279,5;74,7;0;0;8,4;0,8;1431,5;20,4;6
2;483;Mortadela                                    ;100;268,8;82,7;5,8;0;66,5;1,4;1212,1;11,9;6
2;484;Peru Assado                                  ;100;163;91,2;0;0;13,8;0,5;627,8;26,2;6
2;485;Bisteca de porco                             ;100;164,1;56,3;0;0;6,1;0,5;54,2;21,5;6
2;486;Costela de porco                             ;100;402,1;112,8;0;0;16,7;1;62,6;30,2;6
2;487;Lombo de porco                               ;100;210,2;103;0;0;19,5;0,4;38,9;35,7;6
2;488;Pernil Assado                                ;100;262,2;109,7;0;0;17,5;1,2;62,4;32,1;6
2;489;Presunto                                     ;100;186;58,6;0;0;12,9;0,8;101,8;20,1;6
2;490;Quibe                                        ;100;136,2;33,7;12,8;1,8;15,6;2,1;39,8;14,5;6
2;491;Salame                                       ;100;397,8;85;2,9;0;87;1,2;1574,1;25,8;6
2;492;Toucnho frito                                ;100;696,5;89,4;0;0;9,4;0,8;124,8;27,2;6
2;493;Bebida láctea                                ;100;55,1;5,3;7,5;0,2;88,6;0;46,2;2,1;7
2;494;Creme de Leite                               ;100;221,4;66,4;4,5;0;82,7;0;0;1,5;7
2;495;Iogurte Natural                              ;100;51,4;13,7;1,9;0;143,1;0;51,6;4;7
2;496;Iogurte Natural Desnatado                    ;100;41,4;3,3;5,7;0;156,9;0;0;3,8;7
2;497;Iogurte de abacaxi                           ;100;336,76;5,63;11,55;0;100,1;0;100;8,55;7
2;498;Iogurte de morango                           ;100;69,56;7,49;9,69;0,21;101,03;0;37,66;2,71;7
2;499;Iogurte de pêssego                           ;100;67,84;8,44;9,43;0,71;95,05;0,05;37,66;2,53;7
2;500;Leite condensado                             ;100;312,57;27,63;56,99;0;246,26;0,12;93,8;7,67;7
2;501;Leite de cabra                               ;100;66,41;13,99;5,24;0;112,24;0,1;73,94;3,07;7
2;502;Achocolatado                                 ;100;82,82;6,08;14,15;0,64;69,79;0,45;71,74;2,09;7
2;503;Leite desnatado em pó                        ;100;361,6;24,78;53,04;0;1363,17;0,92;431,67;34,69;7
2;504;Leite desnatado                              ;100;40,66;3,75;4,99;0;133,8;1,11;51,14;5,55;7
2;505;Leite integral                               ;100;117,25;10,49;10;0;122,58;1;63,76;5,84;7
2;506;Leite integral em pó                         ;100;496,65;85,25;39,18;0;890,27;0,52;323,2;25,42;7
2;507;yakult                                       ;100;69,62;1,85;15,67;0;71,52;0,52;33,43;1,89;7
2;508;Queijo frescal                               ;100;264,27;61,99;3,24;0;579,25;0,93;31,22;17,41;7
2;509;Queijo meia cura                             ;100;320,72;76,29;3,57;0;695,91;0,21;501,16;21,21;7
2;510;Queijo mozarela                              ;100;329,87;79,57;3,04;0;875,03;0,3;581,35;22,64;7
2;511;Queijo parmesão                              ;100;452,96;105,84;1,66;0;991,96;0,53;1844,08;35,55;7
2;512;Queijo pasteurizado                          ;100;303,07;82,15;5,67;0;323,29;0,26;780,42;9,35;7
2;513;Danoninho                                    ;100;121,1;12,06;18,46;0;730,93;0,14;412,46;5,78;7
2;514;Queijo prato                                 ;100;359,88;90,9;1,87;0;939,99;0,28;579,77;22,66;7
2;515;Maria mole                                   ;100;256,57;73,66;2,43;0;259,4;0,11;557,92;9,62;7
2;516;Queijo ricota                                ;100;139,73;48,7;3,78;0;253,23;0,13;282,57;12,6;7
2;517;Bebida isotônica                             ;100;25,61;0;6,4;0;1,23;0,67;44,08;0;8
2;518;Café                                         ;100;9,07;0;1,47;0;3,15;0;1,02;0,71;8
2;519;Cachaça                                      ;100;215,66;0;0;0;0;0;3,14;0;8
2;520;Caldo de cana                                ;100;65,34;0;0;18,1;0,13;9,08;0,75;0;8
2;521;Cerveja pilsen                               ;100;40,72;0;3,31;0;4,98;0;4,23;0,56;8
2;522;Chá de erva-doce                             ;100;1,39;0;0,39;0;1,93;0;0,62;0;8
2;523;Chá mate                                     ;100;2,73;0;0;0,64;0;0,64;0;0;8
2;524;Chá preto                                    ;100;2,24;0;0,62;0;0,25;0;0;0;8
2;525;Água de coco                                 ;100;21,5;0;5,28;0,13;18,83;0;1,78;0;8
2;526;Água tônica                                  ;100;30,77;0;7,95;0;1,07;0;8,29;0;8
2;527;Refrigerante Coca-Cola                       ;100;33,51;0;8,66;0;1,37;0;7,11;0;8
2;528;Refrigerante Guaraná                         ;100;38,7;0;10;0;1,4;0;9;0;8
2;529;Refrigerante Fanta laranja                   ;100;45,62;0;11,79;0;2,34;0;9,27;0;8
2;530;Refrigerante Sprite                          ;100;39,71;0;10,26;0;1,75;0;8,8;0;8
2;531;Omelete com queijo                           ;100;268;383,82;0,43;0;165,72;1,36;216,05;15,57;9
2;532;Ovo de codorna cru                           ;100;176,89;568;0,77;0;78,72;3,34;128,98;13,68;9
2;533;Ovo Cozido                                   ;100;145,7;396,57;0,61;0;49,21;1,51;145,9;13,44;9
2;534;Ovo Cru                                      ;100;143,11;355,94;1,63;0;42,02;1,56;167,91;13,03;9
2;535;Ovo frito                                    ;100;240,18;516,26;1,19;0;72,88;2,09;166,11;15,61;9
2;536;Achocolatado em pó                           ;100;401,02;10,89;91,17;3,89;44,4;5,36;64,78;4,2;10
2;537;Açúcar cristal                               ;100;386,84;0;99,61;0;7,58;0,16;0;0,32;10
2;538;Açúcar mascavo                               ;100;368,55;0;94,45;0;126,52;8,3;25,2;0,75;10
2;539;Açúcar refinado                              ;100;386,57;0;99,54;0;3,5;0,1;12,16;0,32;10
2;540;Chocolate ao leite                           ;100;539,58;16,51;60;59,57;2,17;191,19;1,57;7,22;10
2;541;Chocolate ao leite com castanha do Pará      ;100;558,87;15,5;55,37;2,45;171,23;1,47;64,05;7,41;10
2;542;Chocolate ao Leite Diet                      ;100;556,82;12,96;56,32;2,84;187,88;3,31;84,7;6,89;10
2;543;Chocolate meio amargo                        ;100;474,91;2,22;62,42;4,94;44,66;3,61;8,86;4,86;10
2;544;Cocada branca                                ;100;448,84;0;81,38;3,56;7,05;1,24;28,99;1,12;10
2;545;Doce de abóbora cremoso                      ;100;198,93;0;54,61;2,28;12,98;0,85;0;0,91;10
2;546;Doce de leite                                ;100;306,31;20,05;59,49;0;195,1;0,06;120,08;5,47;10
2;547;Doce de mocotó                               ;100;106,08;0;24,23;0;3,52;0,11;42,68;2,12;10
2;548;Xarope de milho                              ;100;292,11;0;79,38;0;5,66;0,05;58,92;0;10
2;549;Maria mole                                   ;100;301,23;0;73,55;0,66;13,35;0,39;15,3;3,81;10
2;550;Maria mole com coco queimado                 ;100;306,63;0;75,05;0,63;19,45;0,47;14,28;3,93;10
2;551;Marmelada                                    ;100;257,24;0;70,76;4,07;11,32;0,72;10,88;0,4;10
2;552;Mel                                          ;100;309,24;0;84,03;0;10,2;0,25;6,04;0;10
2;553;Melado                                       ;100;296,5;0;76,61;0;102,06;5,39;4,01;0;10
2;554;Quindim                                      ;100;411,34;271,01;46,29;3,22;37,17;1,38;27,36;4,73;10
2;555;Rapadura                                     ;100;351,95;0;90,79;0;30,48;4,44;21,71;0,98;10
2;556;Café em pó torrado                           ;100;418,61;0;65,75;51,22;106,89;8,13;1,13;14,77;11
2;557;Capuccino                                    ;100;417,4;28,9;73,61;2,44;466,59;2,27;382,28;11,31;11
2;558;Fermento químico                             ;100;89,72;0,47;0;43,91;0;0;10052,41;0;11
2;559;Fermento biológico                           ;100;89,79;0;7,69;4,16;18;2,61;39,61;16,95;11
2;560;Gelatina                                     ;100;380,22;0;89,22;0;26,83;0,33;234,92;8,88;11
2;561;Sal dietético                                ;100;0;0;0;0;0;0;23431,52;0;11
2;562;Sal grosso                                   ;100;0;0;0;0;0;0;39943,2;0;11
2;563;Shoyu                                        ;100;60,92;0;11,64;0;14,52;0,49;5024,2;3,31;11
2;564;Tempero a base de sal                        ;100;21,33;0;2,07;0,55;0;0;32560;2,66;11
2;565;Azeitona preta conserva                      ;100;194,15;0;5,54;4,55;58,75;5,45;1566,66;1,16;11
2;566;Azeitona verde conserva                      ;100;136,93;0;4,1;3,84;45,63;0,17;1347,17;0,94;11
2;567;Chantilly                                    ;100;314,95;0;16,85;0;2,27;0;109,7;0,52;12
2;568;Leite de coco                                ;100;166,16;0;2,19;0,68;5,85;0,45;44,29;1,01;12
2;569;Maionese                                     ;100;302,15;42,46;7,89;0;3,47;0,09;786,82;0,58;12
2;570;Acarajé                                      ;100;289,21;25,46;19,11;9,35;124,41;1,93;304,88;8,34;13
2;571;Arroz carreteiro                             ;100;153,77;36,08;11,58;1,5;13,25;0,95;1621,72;10,82;13
2;572;Baião de dois                                ;100;135,68;4,1;20,41;5,06;33,29;0,56;93,29;6,23;13
2;573;Barreado                                     ;100;164,97;60,11;0,23;0,14;14,51;2,44;47,62;18,26;13
2;574;Bife à cavalo                                ;100;291,22;256,63;0;0;25,97;2,1;82,87;23,66;13
2;575;Bolinho de arroz                             ;100;273,51;70,29;41,68;2,73;23,56;2,12;58,85;8,03;13
2;576;Camarão à baiana                             ;100;100,78;116,78;3,17;0,38;42,68;1,41;84,78;7,94;13
2;577;Charuto de repolho                           ;100;78,23;21,34;10,13;1,46;22,88;0,86;12,1;6,77;13
2;578;Cuscuz                                       ;100;113,45;0;25,28;2,05;1,54;0,17;247,66;2,15;13
2;579;cuscuz paulista                              ;100;235,7;2,55;15,04;22,51;2,43;14,16;0,33;0;13
2;580;Cuxá                                         ;100;80,09;58,38;5,73;3,01;105,48;0,94;1344,29;5,64;13
2;581;Dobradinha                                   ;100;124,5;144,01;0;0;11,33;1,01;28,77;19,77;13
2;582;Estrogonofe de carne                         ;100;173,14;0;66,21;2,97;28,31;2,69;122,84;15,03;13
2;583;Estrogonofe de frango                        ;100;156,8;0;79,95;2,59;26,04;1,52;99,45;17,55;13
2;584;Feijão tropeiro mineiro                      ;100;151,56;67,87;19,58;3,57;41,19;2,16;365,07;10,17;13
2;585;Feijoada                                     ;100;116,93;21,96;11,64;5,09;32,38;1,34;278,22;8,67;13
100411;;;;;;;;;;;;
